"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"EVO","EVOLVE EDUCATION GROUP LIMITED","2014-12-05","Consumer Services",130032829
"EVS","ENVIROSUITE LIMITED","2008-02-11","Software & Services",111373440
"EVT","EVENT HOSPITALITY AND ENTERTAINMENT LTD","1962-06-30","Media & Entertainment",1998824460
"EVZ","EVZ LIMITED","1985-04-26","Capital Goods",14417510
"EWC","ENERGY WORLD CORPORATION LTD","1988-12-08","Utilities",208650775
"EX1","EXOPHARM LIMITED","2018-12-18","Pharmaceuticals, Biotechnology & Life Sciences",92687938
"EXL","ELIXINOL WELLNESS LIMITED","2018-01-08","Household & Personal Products",42533526
"EXO","ENNOX GROUP LTD","2007-05-18","Diversified Financials","N/A"
"EXP","EXPERIENCE CO LIMITED","2015-03-27","Consumer Services",163964493
"EXR","ELIXIR ENERGY LIMITED","2004-07-19","Energy",236118545
"EYE","NOVA EYE MEDICAL LIMITED","1987-10-12","Health Care Equipment & Services",42387411
"EZL","EUROZ LIMITED","1971-08-02","Diversified Financials",331403547
"EZZ","EZZ LIFE SCIENCE HOLDINGS LIMITED","2021-03-03","Retailing",18900000
"FAR","FAR LIMITED","1986-01-23","Energy","N/A"
"FAU","FIRST AU LIMITED","1970-01-01","Materials",8604803
"FBR","FBR LTD","2001-02-08","Capital Goods",89345974
"FBU","FLETCHER BUILDING LIMITED","2001-03-26","Materials",5761552348
"FCL","FINEOS CORPORATION HOLDINGS PLC","2019-08-16","Software & Services",1155262376
"FCT","FIRSTWAVE CLOUD TECHNOLOGY LIMITED","2011-05-11","Software & Services",53047883
"FDM","FREEDOM OIL AND GAS LTD","2010-09-08","Energy","N/A"
"FDV","FRONTIER DIGITAL VENTURES LIMITED","2016-08-26","Media & Entertainment",469807303
"FE8","FASTER ENTERPRISES LTD","2016-11-21","Real Estate","N/A"
"FEI","FE INVESTMENTS GROUP LIMITED","2004-11-11","Diversified Financials","N/A"
"FEL","FE LIMITED","2005-10-13","Materials",33573361
"FEX","FENIX RESOURCES LTD","2008-08-04","Materials",152819524
"FFC","FARMAFORCE LIMITED","2015-10-27","Health Care Equipment & Services",9147669
"FFF","FORBIDDEN FOODS LIMITED","2020-08-31","Food, Beverage & Tobacco",13875185
"FFG","FATFISH GROUP LIMITED","1995-11-23","Diversified Financials",68425096
"FFI","FFI HOLDINGS LIMITED","1987-01-15","Food, Beverage & Tobacco",75430173
"FFR","FIREFLY RESOURCES LIMITED","2006-12-14","Materials",36880744
"FFT","FUTURE FIRST TECHNOLOGIES LTD","2013-12-02","Commercial & Professional Services",24653148
"FFX","FIREFINCH LIMITED","2006-12-06","Materials",337583173
"FG1","FLYNN GOLD LIMITED","2021-06-17","Materials",14262487
"FGG","FUTURE GENERATION GLOBAL INVESTMENT COMPANY LIMITED","2015-09-10","Not Applic",591385395
"FGL","FRUGL GROUP LIMITED","2004-08-10","Software & Services",8502000
"FGO","FARGO ENTERPRISES LIMITED","1986-07-03","Software & Services",4743027
"FGR","FIRST GRAPHENE LIMITED","1994-08-08","Materials",126816902
"FGX","FUTURE GENERATION INVESTMENT COMPANY LIMITED","1997-03-06","Not Applic",533670142
"FHS","FREEHILL MINING LIMITED.","2017-01-16","Materials",64447247
"FID","FIDUCIAN GROUP LIMITED","2015-02-09","Diversified Financials",211608853
"FIJ","FIJI KAVA LIMITED","2018-12-20","Household & Personal Products",12605755
"FIN","FIN RESOURCES LIMITED","1989-11-02","Materials",19024705
"FLC","FLUENCE CORPORATION LIMITED","2007-12-18","Capital Goods",121846537
"FLN","FREELANCER LIMITED","2013-11-15","Commercial & Professional Services",578154036
"FLT","FLIGHT CENTRE TRAVEL GROUP LIMITED","1995-12-01","Consumer Services",3155291844
"FLX","FELIX GROUP HOLDINGS LTD","2021-01-12","Software & Services",31567284
"FME","FUTURE METALS NL","2007-08-16","Energy","N/A"
"FMG","FORTESCUE METALS GROUP LTD","1987-03-19","Materials",67152224862
"FML","FOCUS MINERALS LTD","2000-09-13","Materials",48428370
"FMS","FLINDERS MINES LIMITED","2002-02-20","Materials",148586748
"FNP","FREEDOM FOODS GROUP LIMITED","1985-11-07","Food, Beverage & Tobacco",108072634
"FNT","FRONTIER RESOURCES LIMITED","2003-04-09","Materials",6847427
"FNX","FINEXIA FINANCIAL GROUP LIMITED","2006-12-21","Diversified Financials",10904643
"FOD","THE FOOD REVOLUTION GROUP LIMITED","2012-06-29","Food, Beverage & Tobacco",27456088
"FOR","FORAGER AUSTRALIAN SHARES FUND","2016-12-16","Not Applic",181886200
"FOS","FOS CAPITAL LTD","2021-06-07","Capital Goods",8325000
"FPC","FAT PROPHETS GLOBAL CONTRARIAN FUND LTD","2017-03-22","Not Applic",57788953
"FPH","FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED","2001-11-21","Health Care Equipment & Services",16689246193
"FPL","FREMONT PETROLEUM CORPORATION LIMITED","2006-07-20","Energy",18714050
"FPP","FAT PROPHETS GLOBAL PROPERTY FUND","2017-10-10","Not Applic",21639417
"FRB","FIREBIRD METALS LIMITED","2021-03-18","Materials",30562000
"FRI","FINBAR GROUP LIMITED","1994-08-05","Real Estate",231304671
"FRM","FARM PRIDE FOODS LIMITED","1997-12-19","Food, Beverage & Tobacco",21244367
"FRX","FLEXIROAM LIMITED","2015-06-16","Telecommunication Services",14518764
"FSA","FSA GROUP LIMITED","2001-01-11","Diversified Financials",127917474
"FSF","FONTERRA SHAREHOLDERS' FUND","2012-11-30","Food, Beverage & Tobacco",366088288
"FSG","FIELD SOLUTIONS HOLDINGS LIMITED","2005-04-26","Telecommunication Services",86255225
"FSI","FLAGSHIP INVESTMENTS LIMITED","2000-12-20","Not Applic",60208806
"FTC","FINTECH CHAIN LIMITED","2012-11-27","Software & Services",42300023
"FTT","FACTOR THERAPEUTICS LIMITED","2004-03-19","Pharmaceuticals, Biotechnology & Life Sciences","N/A"
"FTZ","FERTOZ LIMITED","2013-09-02","Materials",30378594
"FUN","FUNTASTIC LIMITED","2000-09-14","Retailing",84597801
"FWD","FLEETWOOD LIMITED","1987-04-15","Consumer Durables & Apparel",211005182
"FYI","FYI RESOURCES LIMITED","1994-01-20","Materials",185525754
"FZO","FAMILY ZONE CYBER SAFETY LIMITED","2016-08-29","Software & Services",228890963
"FZR","FITZROY RIVER CORPORATION LTD","1998-03-04","Energy",16193138
"G1A","GALENA MINING LIMITED","2017-09-07","Materials",104704954
"G88","GOLDEN MILE RESOURCES LTD","2017-06-19","Materials",7140935
"GAL","GALILEO MINING LTD","2018-05-29","Materials",37206313
"GAP","GALE PACIFIC LIMITED","2000-12-14","Consumer Durables & Apparel",108779567
"GAS","STATE GAS LIMITED","2017-10-10","Energy",91707122
"GBE","GLOBE METALS & MINING LIMITED","2005-12-09","Materials",65229132
"GBR","GREAT BOULDER RESOURCES LIMITED","2016-11-18","Materials",27884311
"GBZ","GBM RESOURCES LIMITED","2007-10-24","Materials",51989542
"GC1","GLENNON SMALL COMPANIES LIMITED","2015-08-21","Not Applic",37311725
"GCI","GRYPHON CAPITAL INCOME TRUST","2018-05-25","Not Applic",416376067
"GCR","GOLDEN CROSS RESOURCES LTD","1996-03-27","Materials","N/A"
"GCY","GASCOYNE RESOURCES LIMITED","2009-12-11","Materials",75257438
"GDA","GOOD DRINKS AUSTRALIA LTD","2006-12-13","Food, Beverage & Tobacco",117591417
"GDC","GLOBAL DATA CENTRE GROUP","2019-10-31","Not Applic",117127802
"GDF","GARDA PROPERTY GROUP","2015-07-02","Real Estate",284555451
"GDG","GENERATION DEVELOPMENT GROUP LIMITED","2007-12-11","Insurance",148710621
"GDI","GDI PROPERTY GROUP","2013-12-17","Real Estate",612446255
"GED","GOLDEN DEEPS LIMITED.","1986-12-04","Materials",10847920
"GEM","G8 EDUCATION LIMITED","2007-12-05","Consumer Services",872812024
"GEN","GENMIN LIMITED","2021-03-10","Materials",82606560
"GES","GENESIS RESOURCES LIMITED","2009-10-27","Materials",11742619
"GEV","GLOBAL ENERGY VENTURES LIMITED","2005-03-21","Energy",33456749
"GFL","GLOBAL MASTERS FUND LIMITED","2006-05-16","Not Applic",26057276
"GGE","GRAND GULF ENERGY LIMITED","1998-03-20","Energy",3837495
"GGG","GREENLAND MINERALS LIMITED","2006-06-20","Materials",131472130
"GGX","GAS2GRID LIMITED","2005-05-13","Energy",4089102
"GIB","GIBB RIVER DIAMONDS LIMITED","2008-07-01","Materials",14805661
"GL1","GLOBAL LITHIUM RESOURCES LIMITED","2021-05-06","Materials",32952085
"GLA","GLADIATOR RESOURCES LIMITED","2006-06-27","Materials",5054629
"GLB","GLOBE INTERNATIONAL LIMITED","2001-05-24","Consumer Durables & Apparel",240075506
"GLE","GLG CORP LTD","2005-12-14","Consumer Durables & Apparel",26676000
"GLH","GLOBAL HEALTH LIMITED","2000-04-04","Health Care Equipment & Services",23231374
"GLL","GALILEE ENERGY LIMITED","1996-02-15","Energy",180108939
"GLN","GALAN LITHIUM LIMITED","2011-06-08","Materials",173674226
"GLV","GLOBAL OIL & GAS LIMITED","2005-05-25","Energy",15273171
"GMA","GENWORTH MORTGAGE INSURANCE AUSTRALIA LIMITED","2014-05-20","Banks",1109663155
"GMC","GULF MANGANESE CORPORATION LIMITED","2007-08-03","Materials","N/A"
"GMD","GENESIS MINERALS LIMITED","2007-08-02","Materials",157349000
"GME","GME RESOURCES LIMITED","1980-08-21","Materials",30627681
"GMG","GOODMAN GROUP","2005-02-02","Real Estate",38648220015
"GML","GATEWAY MINING LIMITED","1971-08-02","Materials",38072712
"GMN","GOLD MOUNTAIN LIMITED","2011-09-02","Materials",24567198
"GMR","GOLDEN RIM RESOURCES LTD","1987-08-13","Materials",21362797
"GNC","GRAINCORP LIMITED","1998-03-30","Food & Staples Retailing",1185472153
"GNE","GENESIS ENERGY LIMITED","2014-04-17","Utilities",3245498505
"GNG","GR ENGINEERING SERVICES LIMITED","2011-04-19","Materials",250501524
"GNM","GREAT NORTHERN MINERALS LIMITED","2008-03-05","Materials",13299561
"GNP","GENUSPLUS GROUP LTD","2020-12-14","Capital Goods",141586867
"GNX","GENEX POWER LIMITED","2015-07-08","Utilities",246077010
"GO2","THE GO2 PEOPLE LTD","2017-10-31","Commercial & Professional Services",14093415
"GOO","GOOROO VENTURES LIMITED","2016-10-19","Software & Services","N/A"
"GOR","GOLD ROAD RESOURCES LIMITED","2006-07-04","Materials",1228828490
"GOW","GOWING BROS LIMITED","1962-07-31","Diversified Financials",123386352
"GOZ","GROWTHPOINT PROPERTIES AUSTRALIA","2007-07-04","Real Estate",3117985249
"GPR","GEOPACIFIC RESOURCES LTD","2006-05-09","Materials",166673340
"GPS","GPS ALLIANCE HOLDINGS LIMITED","2013-07-02","Real Estate",4836306
"GPT","GPT GROUP","1971-04-01","Real Estate",9233083213
"GRL","GODOLPHIN RESOURCES LIMITED","2019-12-18","Materials",13878236
"GRR","GRANGE RESOURCES LIMITED.","1986-03-27","Materials",601816123
"GRV","GREENVALE MINING LTD","1971-07-28","Energy",104395379
"GSM","GOLDEN STATE MINING LIMITED","2018-11-08","Materials",11584770
"GSN","GREAT SOUTHERN MINING LIMITED","2011-04-14","Materials",19110858
"GSS","GENETIC SIGNATURES LIMITED","2015-03-31","Pharmaceuticals, Biotechnology & Life Sciences",167916014
"GTE","GREAT WESTERN EXPLORATION LIMITED.","2007-06-05","Materials",17705748
"GTG","GENETIC TECHNOLOGIES LIMITED","1987-07-30","Pharmaceuticals, Biotechnology & Life Sciences",76642177
"GTI","GRATIFII LIMITED","2008-07-17","Software & Services",16481477
"GTK","GENTRACK GROUP LIMITED","2014-06-25","Software & Services",187425175
"GTN","GTN LIMITED","2016-06-01","Media & Entertainment",75347664
"GTR","GTI RESOURCES LIMITED","2007-08-10","Materials",14179396
"GUD","G.U.D. HOLDINGS LIMITED","1962-06-30","Automobiles & Components",1104743681
"GUL","GULLEWA LIMITED","1980-06-19","Materials",13860356
"GVF","GLOBAL VALUE FUND LIMITED","2014-07-21","Not Applic",195487108
"GWA","GWA GROUP LIMITED.","1993-05-20","Capital Goods",729314061
"GWR","GWR GROUP LIMITED","2004-12-24","Materials",84780204
"GXY","GALAXY RESOURCES LIMITED","2007-02-06","Materials",1638369595
"HAS","HASTINGS TECHNOLOGY METALS LTD","2008-02-20","Materials",269460566
"HAV","HAVILAH RESOURCES LIMITED","2002-03-21","Materials",62786832
"HAW","HAWTHORN RESOURCES LIMITED","1986-07-03","Materials",15675234
"HCD","HYDROCARBON DYNAMICS LIMITED","2006-04-21","Energy",7044642
"HCH","HOT CHILI LIMITED","2010-05-03","Materials",108645934
"HCT","HOLISTA COLLTECH LIMITED","2004-02-26","Household & Personal Products",17622342
"HDN","HOMECO DAILY NEEDS REIT","2020-11-23","Real Estate",979735547
"HE8","HELIOS ENERGY LTD","2010-10-20","Energy",297198720
"HFR","HIGHFIELD RESOURCES LIMITED","2012-02-07","Materials",247200128
"HFY","HUBIFY LIMITED","2017-01-12","Telecommunication Services",36835169
"HGH","HEARTLAND GROUP HOLDINGS LIMITED","2018-11-01","Banks",1133724946
"HGL","HUDSON INVESTMENT GROUP LIMITED","1994-06-09","Real Estate",13652785
"HGM","HIGH GRADE METALS LIMITED","1995-02-13","Materials","N/A"
"HGO","HILLGROVE RESOURCES LIMITED","1994-07-22","Materials",59029071
"HHI","HEALTH HOUSE INTERNATIONAL LIMITED","2011-07-28","Health Care Equipment & Services",26214313
"HHM","HAMPTON HILL MINING NL","1994-05-10","Materials","N/A"
"HHR","HARTSHEAD RESOURCES NL","2012-02-14","Energy",29596354
"HHY","HHY FUND","2005-04-11","Not Applic","N/A"
"HIL","HILLS LIMITED","1962-06-30","Technology Hardware & Equipment",31318046
"HIQ","HITIQ LIMITED","2021-06-16","Health Care Equipment & Services",25159613
"HIT","HITECH GROUP AUSTRALIA LIMITED","2000-04-17","Commercial & Professional Services",74685000
"HLA","HEALTHIA LIMITED","2018-09-11","Health Care Equipment & Services",184019083
"HLO","HELLOWORLD TRAVEL LIMITED","2000-09-13","Consumer Services",271298729
"HLS","HEALIUS LIMITED","1998-07-03","Health Care Equipment & Services",2703914352
"HLX","HELIX RESOURCES LIMITED","1986-05-22","Materials",41399190
"HM1","HEARTS AND MINDS INVESTMENTS LIMITED","2018-11-14","Not Applic",919957639
"HMC","HOME CONSORTIUM","2019-10-14","Real Estate",1682703441
"HMD","HERAMED LIMITED","2018-12-12","Health Care Equipment & Services",45927502
"HMI","HIREMII LIMITED","2021-05-11","Commercial & Professional Services",6930051
"HMX","HAMMER METALS LIMITED","2003-02-25","Materials",78245294
"HMY","HARMONEY CORP LIMITED","2020-11-19","Diversified Financials",132195668
"HNG","HGL LIMITED","1971-08-24","Capital Goods",41977869
"HNR","HANNANS LTD","2003-12-05","Materials",16519840
"HOR","HORSESHOE METALS LIMITED","2010-07-29","Materials","N/A"
"HPG","HIPAGES GROUP HOLDINGS LTD","2020-11-12","Media & Entertainment",319875527
"HPI","HOTEL PROPERTY INVESTMENTS","2013-12-10","Real Estate",570783026
"HPP","HEALTH AND PLANT PROTEIN GROUP LIMITED","1989-12-14","Food, Beverage & Tobacco",36846221
"HPR","HIGH PEAK ROYALTIES LIMITED","2007-03-30","Energy",11337384
"HRL","HRL HOLDINGS LTD","2007-11-14","Commercial & Professional Services",61722154
"HRN","HORIZON GOLD LIMITED","2016-12-21","Materials",45877567
"HRR","HERON RESOURCES LIMITED","1996-08-07","Materials",20575901
"HRZ","HORIZON MINERALS LIMITED","1992-02-06","Materials",68157024
"HSC","HSC TECHNOLOGY GROUP LTD","2006-06-02","Software & Services",37349047
"HSN","HANSEN TECHNOLOGIES LIMITED","2000-06-01","Software & Services",1237043886
"HT1","HT&E LIMITED","1992-05-07","Media & Entertainment",437442052
"HT8","HARRIS TECHNOLOGY GROUP LIMITED","1999-06-24","Retailing",32757503
"HTA","HUTCHISON TELECOMMUNICATIONS (AUSTRALIA) LIMITED","1999-08-17","Telecommunication Services",1492975943
"HTG","HARVEST TECHNOLOGY GROUP LTD","2016-05-12","Technology Hardware & Equipment",152725795
"HUB","HUB24 LIMITED","2007-07-05","Diversified Financials",1879162423
"HUM","HUMM GROUP LIMITED","2006-12-12","Diversified Financials",495268318
"HUO","HUON AQUACULTURE GROUP LIMITED","2014-10-23","Food, Beverage & Tobacco",274682398
"HVM","HAPPY VALLEY NUTRITION LIMITED","2020-01-23","Food, Beverage & Tobacco",30816784
"HVN","HARVEY NORMAN HOLDINGS LIMITED","1987-09-03","Retailing",6429394335
"HWH","HOUSTON WE HAVE LIMITED","2010-12-17","Software & Services",37900771
"HWK","HAWKSTONE MINING LIMITED","1971-07-08","Materials",44472435
"HXG","HEXAGON ENERGY MATERIALS LIMITED","2008-10-30","Materials",32559009
"HXL","HEXIMA LIMITED.","2020-12-01","Pharmaceuticals, Biotechnology & Life Sciences",20937236
"HYD","HYDRIX LIMITED","2001-05-11","Technology Hardware & Equipment",23608252
"HYM","HYPERION METALS LIMITED","2018-04-16","Materials",96874082
"HZN","HORIZON OIL LIMITED","1981-06-30","Energy",158059573
"HZR","HAZER GROUP LIMITED","2015-12-02","Materials",133708018
"IAG","INSURANCE AUSTRALIA GROUP LIMITED","2000-08-08","Insurance",12498058044
"IAP","IRONGATE GROUP","2019-05-28","Real Estate",935701949
"IBC","IRONBARK CAPITAL LIMITED","1987-04-02","Not Applic",61583273
"IBG","IRONBARK ZINC LTD","2006-08-16","Materials",25258626
"IBX","IMAGION BIOSYSTEMS LIMITED","2017-06-22","Health Care Equipment & Services",99046518
"ICE","ICETANA LIMITED","2019-12-23","Software & Services",11511368
"ICG","INCA MINERALS LIMITED","2008-06-19","Materials",49334873
"ICI","ICANDY INTERACTIVE LIMITED","2016-02-04","Media & Entertainment",40954988
"ICL","ICENI GOLD LIMITED","2021-04-14","Materials",39914286
"ICN","ICON ENERGY LIMITED","1997-09-22","Energy",8366497
"ICQ","ICAR ASIA LIMITED","2012-09-11","Media & Entertainment",122305361
"ICR","INTELICARE HOLDINGS LIMITED","2020-05-25","Health Care Equipment & Services",15720443
"ICS","ICSGLOBAL LIMITED","1999-12-23","Health Care Equipment & Services",23047602
"ICT","ICOLLEGE LIMITED","2009-08-24","Consumer Services",63972111
"ID8","IDENTITII LIMITED","2018-10-17","Software & Services",14420152
"IDA","INDIANA RESOURCES LIMITED","1986-07-17","Materials",23902225
"IDT","IDT AUSTRALIA LIMITED","1991-02-18","Pharmaceuticals, Biotechnology & Life Sciences",80353157
"IDX","INTEGRAL DIAGNOSTICS LIMITED","2015-10-21","Health Care Equipment & Services",1009033786
"IDZ","INDOOR SKYDIVE AUSTRALIA GROUP LIMITED","2013-01-18","Consumer Services",6734002
"IEC","INTRA ENERGY CORPORATION LIMITED","2007-07-04","Energy",3181792
"IEL","IDP EDUCATION LIMITED","2015-11-26","Consumer Services",6596568201
"IEQ","INTERNATIONAL EQUITIES CORPORATION LIMITED.","1993-03-11","Real Estate",4487825
"IFL","IOOF HOLDINGS LIMITED","2003-12-05","Diversified Financials",2681709590
"IFM","INFOMEDIA LTD","2000-08-16","Software & Services",576795193
"IFT","INFRATIL LIMITED.","2010-08-30","Utilities",5105210448
"IGE","INTEGRATED GREEN ENERGY SOLUTIONS LTD","1989-11-23","Commercial & Professional Services","N/A"
"IGL","IVE GROUP LIMITED","2015-12-16","Media & Entertainment",202186407
"IGN","IGNITE LIMITED","1997-01-16","Commercial & Professional Services",5195766
"IGO","IGO LIMITED","2002-01-17","Materials",5361456116
"IHL","INCANNEX HEALTHCARE LIMITED","2007-05-23","Pharmaceuticals, Biotechnology & Life Sciences",267022678
"IHR","INTELLIHR LIMITED","2018-01-23","Software & Services",64493499
"IKE","IKEGPS GROUP LIMITED","2016-11-21","Technology Hardware & Equipment",135382402
"IKW","IKWEZI MINING LIMITED","2011-07-19","Energy",7723495
"ILA","ISLAND PHARMACEUTICALS LIMITED","2021-04-13","Pharmaceuticals, Biotechnology & Life Sciences",24695383
"ILU","ILUKA RESOURCES LIMITED","1962-06-30","Materials",3294009976
"IMA","IMAGE RESOURCES NL","2002-07-04","Materials",169569394
"IMC","IMMURON LIMITED","1999-04-30","Pharmaceuticals, Biotechnology & Life Sciences","N/A"
"IMD","IMDEX LIMITED","1987-09-24","Materials",737401464
"IME","IMEXHS LIMITED","2005-12-14","Health Care Equipment & Services",51155735
"IMM","IMMUTEP LIMITED","1988-06-23","Pharmaceuticals, Biotechnology & Life Sciences",389739079
"IMR","IMRICOR MEDICAL SYSTEMS, INC.","2019-08-30","Health Care Equipment & Services",238832223
"IMS","IMPELUS LIMITED","2000-05-11","Media & Entertainment","N/A"
"IMU","IMUGENE LIMITED","1993-11-24","Pharmaceuticals, Biotechnology & Life Sciences",1706060474
"INA","INGENIA COMMUNITIES GROUP","2004-07-01","Real Estate",1986934353
"INF","INFINITY LITHIUM CORPORATION LIMITED","2011-04-15","Materials",33017674
"ING","INGHAMS GROUP LIMITED","2016-11-07","Food, Beverage & Tobacco",1490435200
"INP","INCENTIAPAY LIMITED","2014-09-09","Retailing",18115484
"INR","IONEER LTD","2007-12-19","Materials",587969623
"INV","INVESTSMART GROUP LIMITED","2005-04-21","Diversified Financials",29063062
"IOD","IODM LIMITED","2003-11-18","Software & Services",102809080
"IOU","IOUPAY LIMITED","2000-10-12","Media & Entertainment",148881258
"IP1","INTEGRATED PAYMENT TECHNOLOGIES LIMITED","2016-12-19","Software & Services",34256431
"IPB","IPB PETROLEUM LIMITED","2013-04-30","Energy",7171372
"IPC","IMPERIAL PACIFIC LIMITED","1971-07-28","Diversified Financials",5927369
"IPD","IMPEDIMED LIMITED","2007-10-24","Health Care Equipment & Services",164084639
"IPH","IPH LIMITED","2014-11-19","Commercial & Professional Services",1626856956
"IPL","INCITEC PIVOT LIMITED","2003-07-28","Materials",4428273066
"IPT","IMPACT MINERALS LIMITED","2006-11-29","Materials",30356924
"IQ3","IQ3CORP LIMITED","2015-05-18","Diversified Financials",15651150
"IRD","IRON ROAD LIMITED","2008-06-12","Materials",209954009
"IRE","IRESS LIMITED","2000-11-03","Software & Services",2529417075
"IRI","INTEGRATED RESEARCH LIMITED","2000-12-13","Software & Services",354762391
"IS3","I SYNERGY GROUP LIMITED","2017-03-30","Software & Services",8450457
"ISD","ISENTIA GROUP LIMITED","2014-06-05","Software & Services",33359509
"ISU","ISELECT LIMITED.","2013-06-24","Consumer Services",87398028
"ISX","ISIGNTHIS LTD","1998-12-07","Software & Services","N/A"
"ITG","INTEGA GROUP LIMITED","2019-10-22","Capital Goods",221708344
"IVC","INVOCARE LIMITED","2003-12-04","Consumer Services",1662460859
"IVO","INVIGOR GROUP LIMITED","1999-12-03","Media & Entertainment","N/A"
"IVR","INVESTIGATOR RESOURCES LTD","2007-04-03","Materials",116507301
"IVT","INVENTIS LIMITED","1999-04-14","Commercial & Professional Services",9454636
"IVX","INVION LIMITED","2010-02-15","Pharmaceuticals, Biotechnology & Life Sciences",83093134
"IVZ","INVICTUS ENERGY LTD","2012-01-19","Energy",88496519
"IXC","INVEX THERAPEUTICS LTD","2019-07-05","Pharmaceuticals, Biotechnology & Life Sciences",46595386
"IXR","IONIC RARE EARTHS LIMITED","1999-12-10","Materials",73747189
"IXU","IXUP LIMITED","2017-11-15","Software & Services",130231805
"JAL","JAMESON RESOURCES LIMITED","2007-12-18","Materials",26389874
"JAN","JANISON EDUCATION GROUP LIMITED","2000-09-12","Software & Services",187483503
"JAT","JATCORP LIMITED","2008-01-30","Retailing",27463611
"JAY","JAYRIDE GROUP LIMITED","2018-01-29","Retailing",29460558
"JBH","JB HI-FI LIMITED","2003-10-23","Retailing",5566099373
"JCS","JCURVE SOLUTIONS LTD","2000-12-08","Software & Services",19043919
"JDR","JADAR RESOURCES LIMITED","1994-12-07","Materials",15669150
"JHC","JAPARA HEALTHCARE LIMITED","2014-04-17","Health Care Equipment & Services",334059160
"JHG","JANUS HENDERSON GROUP PLC","2008-10-27","Diversified Financials",9980789993
"JHX","JAMES HARDIE INDUSTRIES PLC","2001-10-15","Materials",20365125915
"JIN","JUMBO INTERACTIVE LIMITED","1972-06-14","Consumer Services",1022286152
"JLG","JOHNS LYNG GROUP LIMITED","2017-10-26","Capital Goods",1028616590
"JMS","JUPITER MINES LIMITED.","2018-04-18","Materials",577902355
"JNO","JUNO MINERALS LIMITED","2021-05-14","Materials",25244730
"JPR","JUPITER ENERGY LIMITED","2003-11-12","Energy",5368219
"JRL","JINDALEE RESOURCES LIMITED","2002-07-11","Materials",138850312
"JRV","JERVOIS MINING LIMITED","1980-12-01","Materials",449282977
"JTL","JAYEX TECHNOLOGY LIMITED","2015-12-17","Health Care Equipment & Services",6393160
"JXT","JAXSTA LTD","2010-09-21","Software & Services",15948253
"JYC","JOYCE CORPORATION LTD","1986-12-17","Retailing",70443210
"K2F","K2FLY LIMITED","2008-02-19","Software & Services",43429854
"KAI","KAIROS MINERALS LIMITED","1973-05-30","Materials",53647026
"KAM","K2 ASSET MANAGEMENT HOLDINGS LTD","2007-11-29","Diversified Financials",19527901
"KAR","KAROON ENERGY LTD","2004-06-08","Energy",700519719
"KAT","KATANA CAPITAL LIMITED","2005-12-23","Not Applic",36255508
"KAU","KAISER REEF LIMITED","2020-02-28","Materials",30448202
"KBC","KEYBRIDGE CAPITAL LIMITED","1999-12-23","Diversified Financials",14411465
"KCC","KINCORA COPPER LIMITED","2021-03-30","Materials",33195807
"KCN","KINGSGATE CONSOLIDATED LIMITED.","1988-04-21","Materials",193423179
"KED","KEYPATH EDUCATION INTERNATIONAL INC.","2021-06-02","Consumer Services",676725091
"KEY","KEY PETROLEUM LIMITED","2007-04-26","Energy",5903784
"KFE","KOGI IRON LIMITED","1987-01-16","Materials",15242143
"KFM","KINGFISHER MINING LTD","2020-12-11","Materials",7816250
"KGD","KULA GOLD LIMITED","2010-11-16","Materials",6808674
"KGL","KGL RESOURCES LIMITED","2005-03-17","Materials",231465857
"KGM","KALNORTH GOLD MINES LIMITED","2005-01-20","Materials","N/A"
"KGN","KOGAN.COM LTD","2016-07-07","Retailing",1174308424
"KIN","KIN MINING NL","2013-10-02","Materials",95903081
"KIS","KING ISLAND SCHEELITE LIMITED","1967-09-21","Materials",89397751
"KKC","KKR CREDIT INCOME FUND","2019-11-21","Not Applic",839900000
"KKL","KOLLAKORN CORPORATION LIMITED","1993-02-11","Technology Hardware & Equipment","N/A"
"KKO","KINETIKO ENERGY LTD","2011-07-21","Energy",64698778
"KLA","KIRKLAND LAKE GOLD LTD","2017-11-30","Materials",10864862774
"KLL","KALIUM LAKES LIMITED","2016-12-22","Materials",218181951
"KLO","KINGSLAND GLOBAL LTD","2015-12-11","Real Estate",8505000
"KLR","KAILI RESOURCES LIMITED","1997-03-06","Energy",3685009
"KMD","KATHMANDU HOLDINGS LIMITED","2009-11-13","Retailing",1063502076
"KME","KIP MCGRATH EDUCATION CENTRES LIMITED","2003-08-15","Consumer Services",64229777
"KMT","KOPORE METALS LIMITED","2011-07-01","Materials",14198556
"KNH","KOON HOLDINGS LIMITED","2003-07-11","Capital Goods","N/A"
"KNM","KNEOMEDIA LIMITED","1987-06-24","Media & Entertainment",5929480
"KNO","KNOSYS LIMITED","2015-09-09","Software & Services",26941479
"KOR","KORAB RESOURCES LIMITED","2005-08-31","Materials",3657423
"KOV","KORVEST LTD","1970-09-17","Capital Goods",55462947
"KP2","KORE POTASH PLC","2017-11-07","Materials",50588106
"KPG","KELLY PARTNERS GROUP HOLDINGS LIMITED","2017-06-21","Commercial & Professional Services",152100000
"KPO","KALINA POWER LIMITED","1971-08-02","Utilities",40027044
"KPT","KANGAROO ISLAND PLANTATION TIMBERS LTD","2002-07-08","Materials",64670011
"KRM","KINGSROSE MINING LIMITED","2007-12-07","Materials",38690390
